,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDERS,,Bestellung,X,Bestellung
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,09B,,Ausgabe 2009 - B,X,Ausgabe 2009 - B
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.2b,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z51,,Sperrung,X,Sperrung
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,Ausführungsdatum,,,,,,,Muss [55] ∧[533],
15,Ausführungsdatum,,DTM,2005,203,,Ausführungsdatum/-zeit,X,Ausführungsdatum/-zeit
16,Ausführungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
17,Ausführungsdatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
18,Beginn zum (nächstmöglichen Termin),,,,,,,Muss [56],
19,Beginn zum (nächstmöglichen Termin),,DTM,2005,469,,"Startdatum oder -zeitpunkt, frühestes/r",X,"Startdatum oder -zeitpunkt, frühestes/r"
20,Beginn zum (nächstmöglichen Termin),,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
21,Beginn zum (nächstmöglichen Termin),,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
22,Produkt-/ Leistungsbeschreibung,,,,,,,,
23,Produkt-/ Leistungsbeschreibung,,IMD,7081,Z53,,innerhalb der Arbeitszeit,,innerhalb der Arbeitszeit
24,Prüfidentifikator,SG1,,,,,,Muss,
25,Prüfidentifikator,SG1,,,,,,Muss,
26,Prüfidentifikator,SG1,RFF,,,,,Muss,
27,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
28,Prüfidentifikator,SG1,RFF,1154,17115,,Sperrauftrag,X,Sperrauftrag
29,MP-ID Absender,SG2,,,,,,Muss,
30,MP-ID Absender,SG2,,,,,,Muss,
31,MP-ID Absender,SG2,NAD,,,,,Muss,
32,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
33,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [61],
34,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
35,Ansprechpartner,SG5,,,,,,Muss,
36,Ansprechpartner,SG5,,,,,,Muss,
37,Ansprechpartner,SG5,CTA,,,,,Muss,
38,Ansprechpartner,SG5,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
39,Ansprechpartner,SG5,CTA,3412,,,Kontakt,X,
40,Kommunikationsverbindung,SG5,,,,,,,
41,Kommunikationsverbindung,SG5,,,,,,Muss,
42,Kommunikationsverbindung,SG5,COM,,,,,Muss,
43,Kommunikationsverbindung,SG5,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
44,Kommunikationsverbindung,SG5,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
45,MP-ID Empfänger,SG2,,,,,,Muss,
46,MP-ID Empfänger,SG2,,,,,,Muss,
47,MP-ID Empfänger,SG2,NAD,,,,,Muss,
48,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
49,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [61],
50,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
51,Meldepunkt,SG2,,,,,,Muss,
52,Meldepunkt,SG2,,,,,,Muss,
53,Meldepunkt,SG2,NAD,,,,,Muss,
54,Meldepunkt,SG2,NAD,3035,DP,,Lieferanschrift,X,Lieferanschrift
55,Meldepunkt,SG2,,,,,,,
56,Meldepunkt,SG2,,,,,,Muss,
57,Meldepunkt,SG2,LOC,,,,,Muss,
58,Meldepunkt,SG2,LOC,3227,172,,Meldepunkt,X,Meldepunkt
59,Meldepunkt,SG2,LOC,3225,,,Identifikator,X [950][521],
60,Adresse für Treffpunkt,SG2,,,,,,Kann,
61,Adresse für Treffpunkt,SG2,,,,,,Kann,
62,Adresse für Treffpunkt,SG2,NAD,,,,,Muss,
63,Adresse für Treffpunkt,SG2,NAD,3035,Z24,,Treffpunkt,X,Treffpunkt
64,Adresse für Treffpunkt,SG2,NAD,3124,,,Zusatzinformation zurIdentifizierung,K,
65,Adresse für Treffpunkt,SG2,NAD,3042,,,Straße und Hausnummer oderPostfach,M [57],
66,Adresse für Treffpunkt,SG2,NAD,3164,,,Ort,X,
67,Adresse für Treffpunkt,SG2,NAD,3251,,,"Postleitzahl, Code",X,
68,Adresse für Treffpunkt,SG2,NAD,3207,,,"Ländername, Code",X,
69,Positionsdaten,SG29,,,,,,Kann [2092],
70,Positionsdaten,SG29,,,,,,Kann [2092],
71,Positionsdaten,SG29,LIN,,,,,Muss,
72,Positionsdaten,SG29,LIN,1082,,,Positionsnummer,X [903],
73,Allgemeine Information (Feld für allgemeine Hinweise),SG29,,,,,,,
74,Allgemeine Information (Feld für allgemeine Hinweise),SG29,,,,,,Kann,
75,Allgemeine Information (Feld für allgemeine Hinweise),SG29,FTX,,,,,Kann,
76,Allgemeine Information (Feld für allgemeine Hinweise),SG29,FTX,4451,ACB,,ZusätzlicheInformationen (fürallgemeine Hinweise),X,ZusätzlicheInformationen (fürallgemeine Hinweise)
77,Allgemeine Information (Feld für allgemeine Hinweise),SG29,FTX,4440,,,Freier Text,X,
78,Abschnitts-Kontrollsegment,,,,,,,Muss,
79,Abschnitts-Kontrollsegment,,UNS,0081,S,,Trennung von Positions-und Summenteil,X,Trennung von Positions-und Summenteil
80,Nachrichten-Endesegment,,,,,,,Muss,
81,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
82,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
