,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,
4,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,
6,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,,G1.0a,X,
8,Beginn der Nachricht,,,,,,,Muss,
9,Beginn der Nachricht,,BGM,,,,,Muss,
10,Beginn der Nachricht,,BGM,1001,E02,,Abmeldungen,X,
11,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
12,Nachrichtendatum,,,,,,,Muss,
13,Nachrichtendatum,,DTM,,,,,Muss,
14,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
15,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt  
[931] Format: ZZZ = +00"
16,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
17,MP-ID Absender,SG2,,,,,,Muss,
18,MP-ID Absender,SG2,,,,,,Muss,
19,MP-ID Absender,SG2,NAD,,,,,Muss,
20,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
21,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
22,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,
23,MP-ID Absender,SG2,NAD,3055,332,,"DE, DVGW Service &Consult GmbH",X,
24,Ansprechpartner,SG3,,,,,,Kann,
25,Ansprechpartner,SG3,,,,,,Kann,
26,Ansprechpartner,SG3,CTA,,,,,Muss,
27,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,
28,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
29,Kommunikationsverbindung,SG3,,,,,,,
30,Kommunikationsverbindung,SG3,,,,,,Muss,
31,Kommunikationsverbindung,SG3,COM,,,,,Muss,
32,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
33,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],
34,Kommunikationsverbindung,SG3,COM,3155,FX,,Telefax,X [1P0..1],
35,Kommunikationsverbindung,SG3,COM,3155,TE,,Telefon,X [1P0..1],
36,Kommunikationsverbindung,SG3,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
37,Kommunikationsverbindung,SG3,COM,3155,AL,,Handy,X [1P0..1],
38,MP-ID Empfänger,SG2,,,,,,Muss,
39,MP-ID Empfänger,SG2,,,,,,Muss,
40,MP-ID Empfänger,SG2,NAD,,,,,Muss,
41,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,
42,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
43,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,
44,MP-ID Empfänger,SG2,NAD,3055,332,,"DE, DVGW Service &Consult GmbH",X,
45,Vorgang,SG4,,,,,,Muss,
46,Vorgang,SG4,,,,,,Muss,
47,Vorgang,SG4,IDE,,,,,Muss,
48,Vorgang,SG4,IDE,7495,24,,Transaktion,X,
49,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
50,Ende zum,SG4,,,,,,,
51,Ende zum,SG4,,,,,,Muss,
52,Ende zum,SG4,DTM,,,,,Muss,
53,Ende zum,SG4,DTM,2005,93,,Datum Vertragsende,X,
54,Ende zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB2],
55,Ende zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
56,Transaktionsgrund,SG4,,,,,,,
57,Transaktionsgrund,SG4,,,,,,Muss [2061],
58,Transaktionsgrund,SG4,STS,,,,,Muss [2061],"[644] Hinweis: Wenn in der zugehörigen Anmeldung (44001) in diesem Segmente ""Einzug in Neuanlage"" (SG4 STS+7++E02) enthalten ist, wird in diesem Geschäftsvorfall  der Code E01 verwendet  
[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben"
59,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,
60,Transaktionsgrund,SG4,STS,9013,E01,,Ein-/Auszug (Umzug),X,
61,Transaktionsgrund,SG4,STS,9013,E03,,Wechsel,X,
62,Transaktionsgrund,SG4,STS,9013,ZD2,,Lieferbeginn undAbmeldung aus derErsatzversorgung,X,
63,Status der Antwort,SG4,,,,,,,
64,Status der Antwort,SG4,,,,,,Muss [249],
65,Status der Antwort,SG4,STS,,,,,Muss [249],[249] Innerhalb eines SG4 IDE müssen alle
66,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,X,
67,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,X,
68,Status der Antwort,SG4,STS,1131,G_0009,,Codeliste Gas Nr.G_0009,,
69,Status der Antwort,SG4,STS,1131,G_0010,,Codeliste Gas Nr.G_0010,X,
70,Meldepunkt,SG5,,,,,,Muss [2061]∧ [583] ,
71,Meldepunkt,SG5,,,,,,Muss [2061]∧ [583] ,"[583] Hinweis: Verwendung der ID der Marktlokation  
[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben"
72,Meldepunkt,SG5,LOC,,,,,Muss,
73,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,
74,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [950],[950] Format: Marktlokations-ID
75,Prüfidentifikator,SG6,,,,,,Muss,
76,Prüfidentifikator,SG6,,,,,,Muss,
77,Prüfidentifikator,SG6,RFF,,,,,Muss,
78,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,
79,Prüfidentifikator,SG6,RFF,1154,44010,,GeLi Gas /Abmeldeanfrage des NB,,
80,Prüfidentifikator,SG6,RFF,1154,44011,,GeLi Gas / BestätigungAbmeldeanfrage,X,
81,Prüfidentifikator,SG6,RFF,1154,44012,,GeLi Gas / AblehnungAbmeldeanfrage,,
82,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
83,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
84,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,Muss,
85,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-Referenznummer,X,
86,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,X,
87,Kunde des Lieferanten,SG12,,,,,,,
88,Kunde des Lieferanten,SG12,,,,,,,[572] Hinweis: Kundenname aus Anmeldung Lieferant neu
89,Kunde des Lieferanten,SG12,NAD,,,,,,
90,Kunde des Lieferanten,SG12,NAD,3035,Z09,,Kunde des LF,,
91,Kunde des Lieferanten,SG12,NAD,3036,,,Name,,
92,Kunde des Lieferanten,SG12,NAD,3045,Z01,,Struktur vonPersonennamen,,
93,Kunde des Lieferanten,SG12,NAD,3045,Z02,,Struktur derFirmenbezeichnung,,
94,Beteiligter Marktpartner MP-ID,SG12,,,,,,,
95,Beteiligter Marktpartner MP-ID,SG12,,,,,,,[567] Hinweis: Neulieferant
96,Beteiligter Marktpartner MP-ID,SG12,NAD,,,,,,
97,Beteiligter Marktpartner MP-ID,SG12,NAD,3035,VY,,andere zugehörige Partei,,
98,Beteiligter Marktpartner MP-ID,SG12,NAD,3039,,,MP-ID,,
99,Beteiligter Marktpartner MP-ID,SG12,NAD,3055,9,,GS1,,
100,Beteiligter Marktpartner MP-ID,SG12,NAD,3055,332,,"DE, DVGW Service &Consult GmbH",,
101,Nachrichten-Endesegment,,,,,,,Muss,
102,Nachrichten-Endesegment,,UNT,,,,,Muss,
103,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
104,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
